,block optimize,full optimize,H,beta_factor
0,"[[0.25091642855185736, 0.25091642855185736, 0.43001670610584003, 0.430533455671424, 0.4309630396359772, 0.43132749982051666, 0.4316263371342407, 0.43187679658299516, 0.43208715994911034, 0.43226418746912904, 0.43241342163000634, 0.432539424544121, 0.4326519327487006, 0.43274181082079793, 0.43281799052563513, 0.43288262804522576, 0.4329375250148534, 0.43298419016574186, 0.4330238895101251, 0.4330576873633817, 0.433086480001161, 0.4331110233686253, 0.4331319559653078, 0.43314981780088263, 0.43316506613903616, 0.4331780886063237, 0.4331892141324615, 0.43319872210024774, 0.4332068500134035, 0.4332137999341728, 0.43322579629755914, 0.43323080574464434, 0.43323508835690705, 0.4332387498249809, 0.4332418803336214, 0.43324455687152036, 0.43324684518931433, 0.43324880146102357, 0.4332491743750693, 0.4332491743750699]]","[[0.3877833579864694, 0.4757756526365786, 0.4826470806552283, 0.4839914695279383, 0.48448543913746966, 0.4846915898782569, 0.48479582877122096, 0.4848619909175998, 0.4849038902468128, 0.48492952856854415, 0.48494548973000384, 0.4849563813771821, 0.48496423745082984, 0.4849697455208875, 0.48497305082222264, 0.48497504503377026, 0.48497644167517273, 0.4849774282693895]]",250.0,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.4561249775681835, 0.45623107759272963, 0.4563207827012734, 0.4563967128639078, 0.45646105005355586, 0.45651561577946875, 0.45656797165030194, 0.45660710945945854, 0.45664037565238447, 0.45666866885530133, 0.45669274614975724, 0.4567132462484186, 0.4567307086844622, 0.4567455897420319, 0.45675827571317457, 0.45676909395471677, 0.4567783221293461, 0.45678619594382786, 0.4567929156403743, 0.4567986514509133, 0.4568035481869881, 0.4568077291076982, 0.4568112991834511, 0.4568143478532667, 0.45681695135679223, 0.45681917470864875, 0.45682107337165145, 0.4568226946759333, 0.45682407902368727, 0.45682526091260234, 0.45682626980590885, 0.45682713087252025, 0.45682786561698147, 0.4568284924160122, 0.45682902697564326, 0.4568294827209256, 0.456829871128295, 0.4568302020091233, 0.4568304837517445, 0.45683072352806464, 0.45683092747003573, 0.4568311008203755, 0.4568312480614091, 0.45683137302513055, 0.4568314789873095, 0.45683156874797637, 0.456831644700199, 0.4568317088889634, 0.45683176306148005, 0.45683180871026896, 0.4568318471099814, 0.45683187934894304, 0.45683190635611015, 0.4568319289241581, 0.456831947729231, 0.4568319633478415, 0.45683197627132843, 0.4568319869182436, 0.4568319956449353]]","[[0.3877833579864694, 0.49507573898474, 0.502752007726765, 0.5043868266533313, 0.5048628447181814, 0.505101630494527, 0.5052411879032438, 0.5053211190457658, 0.5053656978169296, 0.5053897689538482, 0.5054045007433335, 0.5054147738389362, 0.5054219954814072, 0.5054272118171478, 0.5054310145425357, 0.5054338001530986, 0.5054358553018844, 0.505437363687453, 0.5054384966352652, 0.5054393673044577]]",318.56874642578344,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.4855057725691709, 0.48551025305769246, 0.4855141075039968, 0.4855174231965249, 0.48552027535303743, 0.48552272876479774, 0.48552483922227446, 0.4855266547502016, 0.485528216676608, 0.48552956055739116, 0.4855307169754034, 0.48553171223059055, 0.4855325689356863, 0.48553330653012, 0.4855339417230804, 0.4855344888753862, 0.48553496032840515, 0.48553536668732594, 0.4855357170649407, 0.48553601929144974, 0.48553628009492367, 0.4855365052564995, 0.4855366997438114, 0.48553686782568706, 0.48553701317071, 0.4855371389319136, 0.48553724781953067, 0.4855373421634976, 0.48553742396712524, 0.4855374949531985, 0.48553755660354264, 0.4855376101930339, 0.4855376568187576, 0.4855376974250711, 0.48553773282510193, 0.48553776371922885, 0.4855377907109204, 0.4855378143203479, 0.4855378349960818, 0.48553785312510256, 0.4855378690414446, 0.4855378830335674, 0.4855378953507346, 0.4855379062084494, 0.48553791579315475]]","[[0.3877833579864694, 0.5177600637619121, 0.5267030033491137, 0.5285802401572862, 0.5291354495212848, 0.5293664799056996, 0.5294807525117687, 0.5295387503116791, 0.5295768480063935, 0.5296029897433168, 0.529621906618301, 0.529635530813707, 0.5296455259604593, 0.529652328241124, 0.5296575621317732, 0.5296616364637602, 0.5296644722258348, 0.529666492705805, 0.5296680599427352, 0.5296693013152692, 0.5296702602482246]]",405.9441847971804,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.5183375672839795, 0.5185381596254126, 0.518712778026892, 0.5188646073520204, 0.5189964768921619, 0.5191108932963162, 0.5192100717864647, 0.5192959654557273, 0.5193702925297239, 0.51942900471557, 0.5194843298267267, 0.5195320872378315, 0.5195732863661526, 0.5196088073563986, 0.5196394165463546, 0.5196657803026451, 0.5196884773529451, 0.5197080097412552, 0.519724812530283, 0.5197392623701484, 0.5197516850465382, 0.519762362114236, 0.5197715367143092, 0.519779418665313, 0.5197861889109798, 0.5197920033993146, 0.5197969964605157, 0.5198012837443132, 0.5198049647709101, 0.5198081251436295, 0.51981083846608, 0.519813168001557, 0.5198151681080125, 0.5198168854778725, 0.5198183602084006, 0.5198196267250536, 0.5198207145775811, 0.5198216491258194, 0.519822452130322, 0.5198231422605886, 0.5198237355323102, 0.519824245683286, 0.5198246844965666, 0.5198250620780396, 0.5198253870948891, 0.5198256669803148, 0.5198259081092569, 0.519826115949221, 0.5198262951896709, 0.5198264498529916, 0.5198265833896998, 0.5198266987600736, 0.5198267985041012, 0.5198268848015193, 0.5198269595231861, 0.519827024275211, 0.5198270804366864, 0.5198271291920723, 0.5198271715589583, 0.519827208411811, 0.5198272405023421, 0.5198272684770009, 0.51982729289188, 0.5198273142255897, 0.5198273328902091, 0.5198273492407137, 0.5198273635830426, 0.5198273761810309, 0.5198273872623216, 0.5198273970234721]]","[[0.3877833579864694, 0.5441395425868306, 0.5548600181738405, 0.5571199100180986, 0.557678665603032, 0.5579572913083428, 0.5581031637605128, 0.5581618878942386, 0.5582005294565089, 0.5582251370310344, 0.5582414799823704, 0.5582528959748677, 0.5582616660809159, 0.5582681586485037, 0.5582728268233343, 0.5582760057305634, 0.5582775532810117, 0.5582784649744474]]",517.2845202786974,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.5547486500343216, 0.5553947612275655, 0.5559635636493779, 0.5564633410754816, 0.5568965786561655, 0.5572798945207875, 0.5576149038283755, 0.5579072430721663, 0.5581619776675589, 0.5583836432253946, 0.5585762871713534, 0.5587435098606021, 0.5588885045202939, 0.5590140955162238, 0.5591227745828781, 0.559216734777598, 0.5592979020207658, 0.5593679641661438, 0.5594230319316074, 0.5594749337067202, 0.5595196313793804, 0.5595581026059021, 0.5595911970824579, 0.5596196523208086, 0.559644107678815, 0.5596651167970577, 0.5596831585890889, 0.5596986469265, 0.559711939152044, 0.55972334354535, 0.5597331258559525, 0.5597415150091644, 0.5597487080804285, 0.559754874624874, 0.5597601604399152, 0.5597646908306426, 0.5597685734400057, 0.5597719006989618, 0.5597747519453155, 0.5597771952542259, 0.5597792890181782, 0.5597810833095077, 0.5597826210545727, 0.559783939044849, 0.5597850688070135, 0.5597860373512529, 0.5597868678144913, 0.5597875800129637, 0.5597881909167842, 0.559788715057217, 0.559789164876179, 0.559789551025986, 0.559789882626355, 0.5597901674847281, 0.5597904122850602, 0.5597906227495143, 0.5597908037770519, 0.5597909595620456, 0.5597910936958345, 0.5597912092537092, 0.5597913088693325, 0.5597913947984194, 0.559791468973295, 0.5597915330494772, 0.5597915884456364, 0.5597916363776987, 0.5597916778881058, 0.559791713870749, 0.5597917450923702, 0.5597917722108782, 0.5597917957909344, 0.5597918163173842, 0.5597918342066925, 0.5597918498167374, 0.5597918634551906, 0.559791875386705, 0.5597918858390377, 0.5597918950082945]]","[[0.3877833579864694, 0.5744618605907905, 0.5873082983768216, 0.5905722244797821, 0.5911377250515217, 0.5913367194287864, 0.5914445859581149, 0.5915069468822297, 0.5915491887477238, 0.5915802559574818, 0.5916035364107017, 0.5916195931425645, 0.5916328605532533, 0.5916428731005451, 0.5916501734286835, 0.5916564583145774, 0.5916595691808482, 0.5916605635396084]]",659.1627246825896,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.5947725438549559, 0.5960221009359086, 0.5971360386401411, 0.59812341160878, 0.5989965120482582, 0.5997668134724683, 0.6004449565486474, 0.6010407505408039, 0.6015631878652575, 0.6020204692989315, 0.6024153610769271, 0.6027635431574025, 0.6030667913817322, 0.6033305287562466, 0.6035595977678114, 0.6037583079745507, 0.60393048266928, 0.6040795039057419, 0.6042083553666568, 0.6043196627142364, 0.6044157311996018, 0.6044985804185847, 0.6045699761897706, 0.6046314595992794, 0.6046843733077985, 0.604729885252252, 0.6047690098987285, 0.6048026272183895, 0.6048314995647427, 0.6048512224162153, 0.6048723781161586, 0.6048905197709242, 0.6049060716628812, 0.6049193995033544, 0.6049308182713462, 0.6049405990551513, 0.6049489750127963, 0.6049561465559914, 0.6049622858518006, 0.6049675407262323, 0.6049720380448567, 0.6049758866369438, 0.6049791798220399, 0.6049819975907821, 0.6049844084855724, 0.6049864712209263, 0.6049882360785959, 0.6049897461077702, 0.6049910381569493, 0.6049921437605621, 0.6049930899003809, 0.6049938996589561, 0.6049945927803136, 0.6049951861506515, 0.6049956942104648, 0.6049961293076477, 0.6049965019999461, 0.6049968213139698, 0.6049970949669239, 0.6049973295563815, 0.604997530722654, 0.6049977032876958, 0.6049978513739376, 0.6049979785058701, 0.6049980876969396, 0.6049981815237885, 0.6049982621897803, 0.6049983315792391, 0.6049983913038505, 0.6049984427422629, 0.6049984870739678, 0.6049985253082689, 0.6049985583089381, 0.6049985868154263, 0.6049986114608439, 0.6049986327874162, 0.6049986512596562, 0.6049986672756069, 0.6049986811764986, 0.6049986932549096, 0.6049987037618428, 0.6049987129127072]]","[[0.3877833579864694, 0.6088718936264683, 0.6239363509508066, 0.6289002025571246, 0.6297583197659262, 0.62998411423018, 0.630064950568723, 0.6301002833999062, 0.6301186801220446, 0.6301291266014724, 0.6301356229651722, 0.6301399828695798, 0.6301430798904647, 0.6301453835972818, 0.6301471690169187, 0.6301486048685959, 0.63014979879254, 0.6301508218277179, 0.6301517227129976]]",839.9545715709454,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.6382720891447282, 0.640177474609469, 0.641883663449773, 0.6434070517245865, 0.6447634369198393, 0.6459679073333408, 0.6470304404188629, 0.6479725788978901, 0.6488030632777072, 0.6495335272597744, 0.6501746920735259, 0.650736381158717, 0.6512275471375808, 0.6516563084032885, 0.6520299928439816, 0.6523551864762647, 0.6526377850513335, 0.6528830469978579, 0.6530910798584668, 0.6532748698847667, 0.6534338082906919, 0.6535711194373011, 0.6536896372811567, 0.6537918469194636, 0.6538799229085991, 0.6539557643397771, 0.6540210267325055, 0.6540771508634043, 0.6541253886879188, 0.6541668265384113, 0.6542024057972422, 0.6542329412495639, 0.6542591373204277, 0.6542816023954281, 0.6543008614155215, 0.6543173669256864, 0.6543315087446773, 0.6543436224100105, 0.6543539965390637, 0.6543628792340521, 0.6543704836460494, 0.6543769928014558, 0.6543825637828552, 0.654387331346227, 0.654391411046967, 0.6543949019385575, 0.6543978889000852, 0.6544004446419684, 0.6544026314328643, 0.6544045025855723, 0.6544061037345223, 0.6544074739336093, 0.6544086465988733, 0.6544096503177543, 0.6544105095432331, 0.6544112451892306, 0.6544118751408696, 0.6544124146917613, 0.6544128769185766, 0.6544132730017699, 0.6544136125001956, 0.6544139035861076, 0.65441415324621, 0.6544143674537517, 0.6544145513156033, 0.6544147091980989, 0.6544148448346537, 0.6544149614176812, 0.65441506167729, 0.6544151479484135, 0.6544152222283002, 0.6544152862255647, 0.654415341402117, 0.6544153890090464, 0.6544154301171963, 0.6544154656433434, 0.6544154963725665, 0.6544155229773161, 0.6544155460337704, 0.65441556603573, 0.65441558340658, 0.6544155985094475, 0.6544156116558983, 0.6544156231133729, 0.6544156331115507]]","[[0.3877833579864694, 0.6473284867063981, 0.6643597713124731, 0.6715235636238162, 0.6730626970213166, 0.6734427015277908, 0.6735729492203715, 0.6736238869488206, 0.6736465422536863, 0.6736575471576505, 0.673663116923842, 0.6736660955163009, 0.6736677296106207, 0.6736686424248064]]",1070.3330996798484,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.6848554660409809, 0.6873234369678105, 0.6895468503444844, 0.6915436330439848, 0.6933314110582627, 0.6949273446525948, 0.6963479859502262, 0.6976091608718464, 0.6987258762302824, 0.6997122517138721, 0.7005814755611005, 0.7013419639117314, 0.7020122211851678, 0.7025991665262397, 0.7031122172612816, 0.7035599109695578, 0.7039499509597873, 0.7042892573125784, 0.7045840213417859, 0.7048397616540452, 0.7050613803125603, 0.7052532179208554, 0.7054191067241612, 0.705562421074653, 0.7056861248179593, 0.7057928153347788, 0.7058847641128971, 0.7059639538362055, 0.7060321120618318, 0.7060866690642, 0.7061369350549416, 0.7061801190367288, 0.7062172015723193, 0.7062490311478233, 0.7062763411808877, 0.7062997650050067, 0.7063198490346527, 0.7063370643034905, 0.7063518165541539, 0.7063644550434338, 0.706375280212193, 0.7063845503552432, 0.7063924874126049, 0.7063992819908653, 0.7064050977115366, 0.706410074972038, 0.7064143341953948, 0.706417978635175, 0.7064210967946281, 0.7064237645111915, 0.7064260467513196, 0.706427999154988, 0.7064296693637231, 0.7064310981619937, 0.7064323204576228, 0.7064333661234987, 0.7064342607198864, 0.7064350261140547, 0.7064356810115813, 0.7064362414117722, 0.7064367209979228, 0.7064371314716179, 0.7064374828390991, 0.7064377836563573, 0.7064380412390412, 0.7064382618420317, 0.7064384508131498, 0.7064386127246379, 0.706438751485648, 0.70643887043843, 0.7064389724405946, 0.7064390599355066, 0.7064391350123573, 0.7064391994576822, 0.7064392547992311, 0.7064393023435978, 0.7064393432083345, 0.706439378349393, 0.7064394085845617, 0.7064394346135786, 0.7064394570352139, 0.7064394763619397, 0.7064394930324349, 0.7064395074223113, 0.7064395198531961, 0.706439530600608, 0.7064395399006007]]","[[0.3877833579864694, 0.689522261119224, 0.7080785979449231, 0.7171458967881268, 0.7198813376245694, 0.720526361563235, 0.7207370634335729, 0.7208175693908226, 0.7208509900510215, 0.7208659995125747, 0.72087325883216, 0.7208768738308211, 0.7208787090856981, 0.720879660643938]]",1363.8986952921298,1.2
0,"[[0.25091642855185736, 0.25091642855185736, 0.7337369595196146, 0.7365569814042068, 0.7391117472554809, 0.7414167899297663, 0.7434898920468624, 0.7453486028400299, 0.7470100785174048, 0.748490939015363, 0.7498071444058182, 0.7509738931699506, 0.752005543418417, 0.7529155570380082, 0.753716465769654, 0.7544198574384287, 0.7550363799931594, 0.7555757606754714, 0.7560468375059918, 0.7564543004398625, 0.7568116632852091, 0.7571223480285076, 0.7573921049589254, 0.7576260477902494, 0.7578287091326228, 0.7580040943937143, 0.7581557333191721, 0.7582867286207174, 0.7583998013408986, 0.7584973327668448, 0.7585814028344048, 0.7586538250631325, 0.7587161781352274, 0.7587698342828088, 0.7588159846813946, 0.758855662066953, 0.7588897608024974, 0.758919054620738, 0.7589442122636455, 0.7589658112303717, 0.758984349832357, 0.7590002577404843, 0.7590139051944363, 0.7590256110293114, 0.7590356496598761, 0.7590442571487698, 0.7590516364716774, 0.7590579620801854, 0.7590633838514671, 0.7590680305038027, 0.759072012547404, 0.7590754248316294, 0.7590783487420034, 0.7590808540940122, 0.7590830007642884, 0.7590848400949072, 0.7590864161015998, 0.759087766512837, 0.7590889236629751, 0.7590899152596914, 0.7590907650430985, 0.7590914933517326, 0.7590921176082622, 0.7590926527363382, 0.7590931115181616, 0.7590935049011148, 0.759093842260723, 0.759094131626067, 0.7590943798729755, 0.759094592889574, 0.7590947757181832, 0.7590949326768128, 0.759095067463291, 0.7590951832444024, 0.7590952827322814, 0.759095368249777, 0.7590954417864592, 0.7590955050465528, 0.7590955594899785, 0.7590956063675087, 0.7590956467508188, 0.7590956815582585, 0.7590957115768966, 0.7590957374813858, 0.7590957598500832, 0.7590957791789417, 0.7590957958932859, 0.7590958103579521, 0.759095822885996, 0.7590958337460654, 0.7590958431688045]]","[[0.3877833579864694, 0.7347714152891389, 0.7540645698672885, 0.7642787465995963, 0.7682919766486102, 0.769368412995012, 0.7696687316984887, 0.769773239239448, 0.769813590346535, 0.7698307282727581, 0.7698382673536562, 0.7698416851450637, 0.7698432738510028, 0.7698440337266409]]",1737.9819904439014,1.2
