,block,beta_factor,gradient,snapshot_num,samp_frac,snapshot_mag,snapshot_grad
0,Petrzalka_ages_29-112,8.0,1.0,7,0.1,-0.41098901098901097,0.8310880328462746
0,Ruzinov_ages_1-17,8.0,1.0,7,0.1,-0.6610169491525424,0.5630565929330652
0,Ruzinov_ages_18-21,8.0,1.0,7,0.1,-0.7522123893805309,0.43417652126243256
0,Ruzinov_ages_22-28,8.0,1.0,7,0.1,-0.7224489795918367,0.47806747188671384
0,Ruzinov_ages_29-112,8.0,1.0,7,0.1,-0.3898305084745763,0.8480321746624533
0,Okolie_ages_1-17,8.0,1.0,8,0.1,-0.7741935483870968,0.4006243496357961
0,Okolie_ages_18-21,8.0,1.0,8,0.1,-0.7835051546391752,0.38611967265384206
0,Okolie_ages_22-28,8.0,1.0,8,0.1,-0.689873417721519,0.5240746675212306
0,Okolie_ages_29-112,8.0,1.0,8,0.1,-0.4161849710982659,0.8267900698319356
0,Petrzalka_ages_1-17,8.0,1.0,8,0.1,-0.8285714285714286,0.3134693877551019
0,Petrzalka_ages_18-21,8.0,1.0,8,0.1,-0.7630331753554502,0.4177803733069787
0,Petrzalka_ages_22-28,8.0,1.0,8,0.1,-0.7251908396946565,0.474098246022959
0,Petrzalka_ages_29-112,8.0,1.0,8,0.1,-0.42857142857142855,0.8163265306122449
0,Ruzinov_ages_1-17,8.0,1.0,8,0.1,-0.6271186440677966,0.6067222062625682
0,Ruzinov_ages_18-21,8.0,1.0,8,0.1,-0.7522123893805309,0.43417652126243256
0,Ruzinov_ages_22-28,8.0,1.0,8,0.1,-0.6571428571428571,0.5681632653061224
0,Ruzinov_ages_29-112,8.0,1.0,8,0.1,-0.4152542372881356,0.8275639184142488
0,Okolie_ages_1-17,8.0,1.0,9,0.1,-0.7580645161290323,0.42533818938605616
0,Okolie_ages_18-21,8.0,1.0,9,0.1,-0.7835051546391752,0.38611967265384206
0,Okolie_ages_22-28,8.0,1.0,9,0.1,-0.7341772151898734,0.46098381669604227
0,Okolie_ages_29-112,8.0,1.0,9,0.1,-0.3583815028901734,0.8715626983861806
0,Petrzalka_ages_1-17,8.0,1.0,9,0.1,-0.7285714285714285,0.46918367346938783
0,Petrzalka_ages_18-21,8.0,1.0,9,0.1,-0.7630331753554502,0.4177803733069787
0,Petrzalka_ages_22-28,8.0,1.0,9,0.1,-0.6755725190839694,0.5436017714585397
0,Petrzalka_ages_29-112,8.0,1.0,9,0.1,-0.4197802197802198,0.8237845670812703
0,Ruzinov_ages_1-17,8.0,1.0,9,0.1,-0.7627118644067796,0.4182706118931342
0,Ruzinov_ages_18-21,8.0,1.0,9,0.1,-0.7699115044247787,0.4072362753543739
0,Ruzinov_ages_22-28,8.0,1.0,9,0.1,-0.7224489795918367,0.47806747188671384
0,Ruzinov_ages_29-112,8.0,1.0,9,0.1,-0.3220338983050847,0.8962941683424304
0,Okolie_ages_1-17,8.0,1.0,10,0.1,-0.7903225806451613,0.37539021852237253
0,Okolie_ages_18-21,8.0,1.0,10,0.1,-0.7422680412371134,0.4490381549580189
0,Okolie_ages_22-28,8.0,1.0,10,0.1,-0.7025316455696202,0.5064492869732415
0,Okolie_ages_29-112,8.0,1.0,10,0.1,-0.26011560693641617,0.9323398710280999
0,Petrzalka_ages_1-17,8.0,1.0,10,0.1,-0.7285714285714285,0.46918367346938783
0,Petrzalka_ages_18-21,8.0,1.0,10,0.1,-0.8199052132701422,0.3277554412524426
0,Petrzalka_ages_22-28,8.0,1.0,10,0.1,-0.6984732824427481,0.5121350737136531
0,Petrzalka_ages_29-112,8.0,1.0,10,0.1,-0.34505494505494505,0.8809370848931288
0,Ruzinov_ages_1-17,8.0,1.0,10,0.1,-0.6271186440677966,0.6067222062625682
0,Ruzinov_ages_18-21,8.0,1.0,10,0.1,-0.7522123893805309,0.43417652126243256
0,Ruzinov_ages_22-28,8.0,1.0,10,0.1,-0.689795918367347,0.5241815910037484
0,Ruzinov_ages_29-112,8.0,1.0,10,0.1,-0.3983050847457627,0.8413530594656708
0,Okolie_ages_1-17,8.0,1.0,11,0.1,-0.7580645161290323,0.42533818938605616
0,Okolie_ages_18-21,8.0,1.0,11,0.1,-0.7422680412371134,0.4490381549580189
0,Okolie_ages_22-28,8.0,1.0,11,0.1,-0.7215189873417721,0.4794103509053037
0,Okolie_ages_29-112,8.0,1.0,11,0.1,-0.3815028901734104,0.8544555447893347
0,Petrzalka_ages_1-17,8.0,1.0,11,0.1,-0.8571428571428571,0.26530612244897966
0,Petrzalka_ages_18-21,8.0,1.0,11,0.1,-0.7630331753554502,0.4177803733069787
0,Petrzalka_ages_22-28,8.0,1.0,11,0.1,-0.6984732824427481,0.5121350737136531
0,Petrzalka_ages_29-112,8.0,1.0,11,0.1,-0.34945054945054943,0.8778843134887091
0,Ruzinov_ages_1-17,8.0,1.0,11,0.1,-0.864406779661017,0.25280091927607007
0,Ruzinov_ages_18-21,8.0,1.0,11,0.1,-0.7522123893805309,0.43417652126243256
0,Ruzinov_ages_22-28,8.0,1.0,11,0.1,-0.6571428571428571,0.5681632653061224
0,Ruzinov_ages_29-112,8.0,1.0,11,0.1,-0.288135593220339,0.9169778799195634
0,Okolie_ages_1-17,8.0,1.0,12,0.1,-0.8870967741935484,0.21305931321540061
0,Okolie_ages_18-21,8.0,1.0,12,0.1,-0.7835051546391752,0.38611967265384206
0,Okolie_ages_22-28,8.0,1.0,12,0.1,-0.7088607594936709,0.4975164236500561
0,Okolie_ages_29-112,8.0,1.0,12,0.1,-0.4682080924855491,0.7807811821310435
0,Petrzalka_ages_1-17,8.0,1.0,12,0.1,-0.7571428571428571,0.42673469387755103
0,Petrzalka_ages_18-21,8.0,1.0,12,0.1,-0.7535545023696683,0.4321556119584017
0,Petrzalka_ages_22-28,8.0,1.0,12,0.1,-0.6984732824427481,0.5121350737136531
0,Petrzalka_ages_29-112,8.0,1.0,12,0.1,-0.38461538461538464,0.8520710059171598
0,Ruzinov_ages_1-17,8.0,1.0,12,0.1,-0.7627118644067796,0.4182706118931342
0,Ruzinov_ages_18-21,8.0,1.0,12,0.1,-0.6814159292035398,0.5356723314276765
0,Ruzinov_ages_22-28,8.0,1.0,12,0.1,-0.7306122448979592,0.46620574760516453
0,Ruzinov_ages_29-112,8.0,1.0,12,0.1,-0.4830508474576271,0.7666618787704682
0,Okolie_ages_1-17,8.0,1.0,13,0.1,-0.7903225806451613,0.37539021852237253
0,Okolie_ages_18-21,8.0,1.0,13,0.1,-0.8865979381443299,0.21394409607822307
0,Okolie_ages_22-28,8.0,1.0,13,0.1,-0.7025316455696202,0.5064492869732415
0,Okolie_ages_29-112,8.0,1.0,13,0.1,-0.37572254335260113,0.8588325704166527
0,Petrzalka_ages_1-17,8.0,1.0,13,0.1,-0.7285714285714285,0.46918367346938783
0,Petrzalka_ages_18-21,8.0,1.0,13,0.1,-0.7819905213270142,0.3884908245547045
0,Petrzalka_ages_22-28,8.0,1.0,13,0.1,-0.7366412213740458,0.4573597109725541
0,Petrzalka_ages_29-112,8.0,1.0,13,0.1,-0.3626373626373626,0.868494143219418
0,Ruzinov_ages_1-17,8.0,1.0,13,0.1,-0.7288135593220338,0.4688307957483483
0,Ruzinov_ages_18-21,8.0,1.0,13,0.1,-0.7345132743362832,0.46049024982379194
0,Ruzinov_ages_22-28,8.0,1.0,13,0.1,-0.689795918367347,0.5241815910037484
0,Ruzinov_ages_29-112,8.0,1.0,13,0.1,-0.3559322033898305,0.8733122665900603
0,Okolie_ages_1-17,8.0,1.0,14,0.1,-0.7419354838709677,0.4495317377731529
0,Okolie_ages_18-21,8.0,1.0,14,0.1,-0.865979381443299,0.2500797109150813
0,Okolie_ages_22-28,8.0,1.0,14,0.1,-0.689873417721519,0.5240746675212306
0,Okolie_ages_29-112,8.0,1.0,14,0.1,-0.3468208092485549,0.8797153262721775
0,Petrzalka_ages_1-17,8.0,1.0,14,0.1,-0.8428571428571429,0.2895918367346939
0,Petrzalka_ages_18-21,8.0,1.0,14,0.1,-0.8578199052132701,0.2641450102198962
0,Petrzalka_ages_22-28,8.0,1.0,14,0.1,-0.7442748091603053,0.44605500844939117
0,Petrzalka_ages_29-112,8.0,1.0,14,0.1,-0.4153846153846154,0.8274556213017752
0,Ruzinov_ages_1-17,8.0,1.0,14,0.1,-0.7627118644067796,0.4182706118931342
0,Ruzinov_ages_18-21,8.0,1.0,14,0.1,-0.8407079646017699,0.2932101182551492
0,Ruzinov_ages_22-28,8.0,1.0,14,0.1,-0.689795918367347,0.5241815910037484
0,Ruzinov_ages_29-112,8.0,1.0,14,0.1,-0.4406779661016949,0.8058029301924734
0,Okolie_ages_1-17,8.0,1.0,0,1.0,-0.7974068071312804,0.364142383940697
0,Okolie_ages_18-21,8.0,1.0,0,1.0,-0.7576070139247034,0.4260316124520942
0,Okolie_ages_22-28,8.0,1.0,0,1.0,-0.725428027901078,0.47375417633555283
0,Okolie_ages_29-112,8.0,1.0,0,1.0,-0.38692886061307113,0.8502860568246706
0,Petrzalka_ages_1-17,8.0,1.0,0,1.0,-0.7739628040057225,0.40098157801559964
0,Petrzalka_ages_18-21,8.0,1.0,0,1.0,-0.7540360873694207,0.4314295789446153
0,Petrzalka_ages_22-28,8.0,1.0,0,1.0,-0.6943064577760795,0.5179385426904332
0,Petrzalka_ages_29-112,8.0,1.0,0,1.0,-0.3964835164835165,0.8428008211568652
0,Ruzinov_ages_1-17,8.0,1.0,0,1.0,-0.7713310580204779,0.40504839893301026
0,Ruzinov_ages_18-21,8.0,1.0,0,1.0,-0.7524487978628673,0.43382080659472577
0,Ruzinov_ages_22-28,8.0,1.0,0,1.0,-0.6923076923076923,0.5207100591715976
0,Ruzinov_ages_29-112,8.0,1.0,0,1.0,-0.35059422750424446,0.8770836876407021
0,Okolie_ages_1-17,8.0,1.0,1,1.0,-0.7909238249594813,0.3744395031114638
0,Okolie_ages_18-21,8.0,1.0,1,1.0,-0.739040742650851,0.4538187807020787
0,Okolie_ages_22-28,8.0,1.0,1,1.0,-0.6791376030437539,0.5387721161319845
0,Okolie_ages_29-112,8.0,1.0,1,1.0,-0.41295546558704455,0.8294677834417873
0,Petrzalka_ages_1-17,8.0,1.0,1,1.0,-0.7610872675250357,0.42074617121127467
0,Petrzalka_ages_18-21,8.0,1.0,1,1.0,-0.7711301044634378,0.4053583619902076
0,Petrzalka_ages_22-28,8.0,1.0,1,1.0,-0.7053878486816966,0.5024279829322079
0,Petrzalka_ages_29-112,8.0,1.0,1,1.0,-0.39692307692307693,0.8424520710059171
0,Ruzinov_ages_1-17,8.0,1.0,1,1.0,-0.7815699658703071,0.38914838844948696
0,Ruzinov_ages_18-21,8.0,1.0,1,1.0,-0.7827248441674087,0.38734181832310577
0,Ruzinov_ages_22-28,8.0,1.0,1,1.0,-0.7135842880523732,0.49079746384478773
0,Ruzinov_ages_29-112,8.0,1.0,1,1.0,-0.3896434634974533,0.8481779713537088
0,Okolie_ages_1-17,8.0,1.0,2,1.0,-0.7828200972447326,0.38719269534974743
0,Okolie_ages_18-21,8.0,1.0,2,1.0,-0.7648272305312016,0.41503930743797224
0,Okolie_ages_22-28,8.0,1.0,2,1.0,-0.7000634115409005,0.5099112198217158
0,Okolie_ages_29-112,8.0,1.0,2,1.0,-0.39271255060728744,0.8457768525955187
0,Petrzalka_ages_1-17,8.0,1.0,2,1.0,-0.7567954220314735,0.42726068919220384
0,Petrzalka_ages_18-21,8.0,1.0,2,1.0,-0.7654320987654321,0.4141137021795459
0,Petrzalka_ages_22-28,8.0,1.0,2,1.0,-0.7057699656094765,0.5018887556435985
0,Petrzalka_ages_29-112,8.0,1.0,2,1.0,-0.41010989010989013,0.8318098780340538
0,Ruzinov_ages_1-17,8.0,1.0,2,1.0,-0.7781569965870307,0.3944716886626518
0,Ruzinov_ages_18-21,8.0,1.0,2,1.0,-0.7702582368655387,0.4067022485407916
0,Ruzinov_ages_22-28,8.0,1.0,2,1.0,-0.7152209492635024,0.48845899373461443
0,Ruzinov_ages_29-112,8.0,1.0,2,1.0,-0.38794567062818336,0.849498156640849
0,Okolie_ages_1-17,8.0,1.0,3,1.0,-0.813614262560778,0.3380318317576815
0,Okolie_ages_18-21,8.0,1.0,3,1.0,-0.7369778236204229,0.4568636874917049
0,Okolie_ages_22-28,8.0,1.0,3,1.0,-0.7102092580849715,0.4956028097303944
0,Okolie_ages_29-112,8.0,1.0,3,1.0,-0.39791787160208214,0.8416613674596689
0,Petrzalka_ages_1-17,8.0,1.0,3,1.0,-0.7682403433476395,0.409806774853101
0,Petrzalka_ages_18-21,8.0,1.0,3,1.0,-0.7559354226020892,0.4285616368554007
0,Petrzalka_ages_22-28,8.0,1.0,3,1.0,-0.6988918609094383,0.5115501667545423
0,Petrzalka_ages_29-112,8.0,1.0,3,1.0,-0.42021978021978024,0.8234153363120396
0,Ruzinov_ages_1-17,8.0,1.0,3,1.0,-0.7474402730375427,0.44133303824156367
0,Ruzinov_ages_18-21,8.0,1.0,3,1.0,-0.7684772929652716,0.4094426501967682
0,Ruzinov_ages_22-28,8.0,1.0,3,1.0,-0.679214402618658,0.5386677952753796
0,Ruzinov_ages_29-112,8.0,1.0,3,1.0,-0.3463497453310696,0.8800418539091033
0,Okolie_ages_1-17,8.0,1.0,4,1.0,-0.7925445705024311,0.371873103767117
0,Okolie_ages_18-21,8.0,1.0,4,1.0,-0.742135121196493,0.4492354618866665
0,Okolie_ages_22-28,8.0,1.0,4,1.0,-0.689283449587825,0.5248883261243084
0,Okolie_ages_29-112,8.0,1.0,4,1.0,-0.4042799305957201,0.8365577377175197
0,Petrzalka_ages_1-17,8.0,1.0,4,1.0,-0.7725321888412017,0.4031940172042219
0,Petrzalka_ages_18-21,8.0,1.0,4,1.0,-0.761633428300095,0.41991452089584413
0,Petrzalka_ages_22-28,8.0,1.0,4,1.0,-0.7122659533817348,0.4926772116532083
0,Petrzalka_ages_29-112,8.0,1.0,4,1.0,-0.4189010989010989,0.8245218693394518
0,Ruzinov_ages_1-17,8.0,1.0,4,1.0,-0.726962457337884,0.47152558562126523
0,Ruzinov_ages_18-21,8.0,1.0,4,1.0,-0.7595725734639359,0.42304950564137367
0,Ruzinov_ages_22-28,8.0,1.0,4,1.0,-0.6685761047463176,0.553005992162241
0,Ruzinov_ages_29-112,8.0,1.0,4,1.0,-0.36587436332767403,0.8661359502595691
0,Okolie_ages_1-17,8.0,1.0,5,1.0,-0.8038897893030794,0.3537612066542506
0,Okolie_ages_18-21,8.0,1.0,5,1.0,-0.7617328519855595,0.4197630622059457
0,Okolie_ages_22-28,8.0,1.0,5,1.0,-0.7032339885859227,0.5054619572975344
0,Okolie_ages_29-112,8.0,1.0,5,1.0,-0.38866396761133604,0.8489403202806143
0,Petrzalka_ages_1-17,8.0,1.0,5,1.0,-0.7868383404864091,0.3808854259405937
0,Petrzalka_ages_18-21,8.0,1.0,5,1.0,-0.7464387464387464,0.4428291978149529
0,Petrzalka_ages_22-28,8.0,1.0,5,1.0,-0.7057699656094765,0.5018887556435985
0,Petrzalka_ages_29-112,8.0,1.0,5,1.0,-0.41846153846153844,0.8248899408284024
0,Ruzinov_ages_1-17,8.0,1.0,5,1.0,-0.7713310580204779,0.40504839893301026
0,Ruzinov_ages_18-21,8.0,1.0,5,1.0,-0.7595725734639359,0.42304950564137367
0,Ruzinov_ages_22-28,8.0,1.0,5,1.0,-0.7054009819967266,0.5024094545980538
0,Ruzinov_ages_29-112,8.0,1.0,5,1.0,-0.39473684210526316,0.8441828254847645
0,Okolie_ages_1-17,8.0,1.0,6,1.0,-0.807131280388979,0.34853909621764745
0,Okolie_ages_18-21,8.0,1.0,6,1.0,-0.7648272305312016,0.41503930743797224
0,Okolie_ages_22-28,8.0,1.0,6,1.0,-0.7209892200380469,0.48017454458892883
0,Okolie_ages_29-112,8.0,1.0,6,1.0,-0.4141122035858878,0.8285110828412402
0,Petrzalka_ages_1-17,8.0,1.0,6,1.0,-0.7668097281831188,0.4120028407637315
0,Petrzalka_ages_18-21,8.0,1.0,6,1.0,-0.7568850902184235,0.42712496020504886
0,Petrzalka_ages_22-28,8.0,1.0,6,1.0,-0.7126480703095147,0.492132727884125
0,Petrzalka_ages_29-112,8.0,1.0,6,1.0,-0.3942857142857143,0.8445387755102041
0,Ruzinov_ages_1-17,8.0,1.0,6,1.0,-0.7440273037542662,0.4464233712681569
0,Ruzinov_ages_18-21,8.0,1.0,6,1.0,-0.7702582368655387,0.4067022485407916
0,Ruzinov_ages_22-28,8.0,1.0,6,1.0,-0.7184942716857611,0.4837659815547477
0,Ruzinov_ages_29-112,8.0,1.0,6,1.0,-0.3607809847198642,0.8698370810645651
0,Okolie_ages_1-17,8.0,1.0,7,1.0,-0.7860615883306321,0.3821071793511238
0,Okolie_ages_18-21,8.0,1.0,7,1.0,-0.7730789066529139,0.4023490040883352
0,Okolie_ages_22-28,8.0,1.0,7,1.0,-0.7209892200380469,0.48017454458892883
0,Okolie_ages_29-112,8.0,1.0,7,1.0,-0.3857721226142279,0.8511798694137132
0,Petrzalka_ages_1-17,8.0,1.0,7,1.0,-0.7739628040057225,0.40098157801559964
0,Petrzalka_ages_18-21,8.0,1.0,7,1.0,-0.7549857549857549,0.4299965097685896
0,Petrzalka_ages_22-28,8.0,1.0,7,1.0,-0.7122659533817348,0.4926772116532083
0,Petrzalka_ages_29-112,8.0,1.0,7,1.0,-0.41318681318681316,0.8292766574085255
0,Ruzinov_ages_1-17,8.0,1.0,7,1.0,-0.7713310580204779,0.40504839893301026
0,Ruzinov_ages_18-21,8.0,1.0,7,1.0,-0.7328584149599288,0.4629185436224209
0,Ruzinov_ages_22-28,8.0,1.0,7,1.0,-0.7062193126022913,0.5012542825075471
0,Ruzinov_ages_29-112,8.0,1.0,7,1.0,-0.3616298811544992,0.8692238290561828
0,Okolie_ages_1-17,8.0,1.0,8,1.0,-0.7941653160453809,0.36930145079054033
0,Okolie_ages_18-21,8.0,1.0,8,1.0,-0.7658586900464157,0.4134604668803882
0,Okolie_ages_22-28,8.0,1.0,8,1.0,-0.7000634115409005,0.5099112198217158
0,Okolie_ages_29-112,8.0,1.0,8,1.0,-0.42105263157894735,0.8227146814404432
0,Petrzalka_ages_1-17,8.0,1.0,8,1.0,-0.7353361945636624,0.4592806809646316
0,Petrzalka_ages_18-21,8.0,1.0,8,1.0,-0.7492877492877493,0.4385678687672989
0,Petrzalka_ages_22-28,8.0,1.0,8,1.0,-0.707298433320596,0.4997289262222303
0,Petrzalka_ages_29-112,8.0,1.0,8,1.0,-0.4228571428571429,0.8211918367346939
0,Ruzinov_ages_1-17,8.0,1.0,8,1.0,-0.7952218430034129,0.3676222204102553
0,Ruzinov_ages_18-21,8.0,1.0,8,1.0,-0.7969723953695459,0.3648350010189282
0,Ruzinov_ages_22-28,8.0,1.0,8,1.0,-0.7021276595744681,0.5070167496604798
0,Ruzinov_ages_29-112,8.0,1.0,8,1.0,-0.38879456706281834,0.8488387846224357
0,Okolie_ages_1-17,8.0,1.0,9,1.0,-0.8087520259319287,0.34592016055100083
0,Okolie_ages_18-21,8.0,1.0,9,1.0,-0.778236204228984,0.3943484104272631
0,Okolie_ages_22-28,8.0,1.0,9,1.0,-0.693722257450856,0.5187494295172883
0,Okolie_ages_29-112,8.0,1.0,9,1.0,-0.38692886061307113,0.8502860568246706
0,Petrzalka_ages_1-17,8.0,1.0,9,1.0,-0.7696709585121603,0.4076066156229725
0,Petrzalka_ages_18-21,8.0,1.0,9,1.0,-0.7578347578347578,0.42568647981753394
0,Petrzalka_ages_22-28,8.0,1.0,9,1.0,-0.7164692395873137,0.48667182872517656
0,Petrzalka_ages_29-112,8.0,1.0,9,1.0,-0.3964835164835165,0.8428008211568652
0,Ruzinov_ages_1-17,8.0,1.0,9,1.0,-0.7508532423208191,0.43621940849631335
0,Ruzinov_ages_18-21,8.0,1.0,9,1.0,-0.7453250222617988,0.4444906111904492
0,Ruzinov_ages_22-28,8.0,1.0,9,1.0,-0.6898527004909983,0.5241032516252769
0,Ruzinov_ages_29-112,8.0,1.0,9,1.0,-0.3938879456706282,0.8448522862553722
0,Okolie_ages_1-17,8.0,1.0,10,1.0,-0.7811993517017828,0.38972757290071425
0,Okolie_ages_18-21,8.0,1.0,10,1.0,-0.7751418256833419,0.39915515007629565
0,Okolie_ages_22-28,8.0,1.0,10,1.0,-0.719720989220038,0.4820016976761299
0,Okolie_ages_29-112,8.0,1.0,10,1.0,-0.39849624060150374,0.8412007462264685
0,Petrzalka_ages_1-17,8.0,1.0,10,1.0,-0.7896995708154506,0.3763745878538931
